time,value
2024-07-16T00:50:40.626878596Z,{"lat":10.835015518369469,"lon":106.76651899449331}
2024-07-16T00:50:41.642152852Z,{"lat":10.835017258938167,"lon":106.76651706814444}
2024-07-16T00:50:42.651951626Z,{"lat":10.835024074110686,"lon":106.76651469094357}
2024-07-16T00:50:43.672150762Z,{"lat":10.83503981394231,"lon":106.76650821547597}
2024-07-16T00:50:44.682056429Z,{"lat":10.835053537333373,"lon":106.76649856573073}
2024-07-16T00:50:45.680977787Z,{"lat":10.835059495077415,"lon":106.76649408971022}
2024-07-16T00:50:46.712623281Z,{"lat":10.83507280511766,"lon":106.76648873889629}
2024-07-16T00:50:47.736939964Z,{"lat":10.835082465313231,"lon":106.76648473400358}
2024-07-16T00:50:48.752106581Z,{"lat":10.835095911460602,"lon":106.76648139132091}
2024-07-16T00:50:49.765144606Z,{"lat":10.835109148945902,"lon":106.76646508962057}
2024-07-16T00:50:50.782073827Z,{"lat":10.835117248190667,"lon":106.76645214174015}
2024-07-16T00:50:51.79200182Z,{"lat":10.835126746257519,"lon":106.76644554267791}
2024-07-16T00:50:52.819973521Z,{"lat":10.83513205559612,"lon":106.76644375579464}
2024-07-16T00:50:53.821910104Z,{"lat":10.835139011183546,"lon":106.76643593210666}
2024-07-16T00:50:54.842271753Z,{"lat":10.835139407327386,"lon":106.76643007158715}
2024-07-16T00:50:55.836834811Z,{"lat":10.835140928633455,"lon":106.76643117134613}
2024-07-16T00:50:56.872348913Z,{"lat":10.835140967679068,"lon":106.76642983318658}
2024-07-16T00:50:57.882181794Z,{"lat":10.835141458382001,"lon":106.7664270225118}
2024-07-16T00:50:58.906944779Z,{"lat":10.835148189862647,"lon":106.76642300363973}
2024-07-16T00:50:59.922621042Z,{"lat":10.835146158509094,"lon":106.76641079063597}
2024-07-16T00:51:00.932655441Z,{"lat":10.835156408270691,"lon":106.76640012050291}
2024-07-16T00:51:01.954048932Z,{"lat":10.835166370350668,"lon":106.76639057938894}
2024-07-16T00:51:02.962483479Z,{"lat":10.835172151042872,"lon":106.76638242742065}
2024-07-16T00:51:03.982110629Z,{"lat":10.835183377488171,"lon":106.76637654349958}
2024-07-16T00:51:04.992055259Z,{"lat":10.835192433261245,"lon":106.76636620265624}
2024-07-16T00:51:05.998593807Z,{"lat":10.835204466582738,"lon":106.76635244726326}
2024-07-16T00:51:07.021937702Z,{"lat":10.835217816506116,"lon":106.76634857697752}
2024-07-16T00:51:08.052085111Z,{"lat":10.83524686977325,"lon":106.76633556550104}
2024-07-16T00:51:09.052263797Z,{"lat":10.835268624568046,"lon":106.76632039222923}
2024-07-16T00:51:10.052279859Z,{"lat":10.835301763305772,"lon":106.76632181663825}
2024-07-16T00:51:11.104859187Z,{"lat":10.835328703378442,"lon":106.7663223073559}
2024-07-16T00:51:12.106401758Z,{"lat":10.83535320879262,"lon":106.76632978434061}
2024-07-16T00:51:13.129883172Z,{"lat":10.83537986125895,"lon":106.76635520946282}
2024-07-16T00:51:14.14017703Z,{"lat":10.835421291961756,"lon":106.76636460014666}
2024-07-16T00:51:15.145126711Z,{"lat":10.835468126589333,"lon":106.76638465677793}
2024-07-16T00:51:16.147074509Z,{"lat":10.835520191552813,"lon":106.7664054456198}
2024-07-16T00:51:17.186981769Z,{"lat":10.835575730492932,"lon":106.76642682105928}
2024-07-16T00:51:18.197405252Z,{"lat":10.835625374423952,"lon":106.76644624430382}
2024-07-16T00:51:19.223588633Z,{"lat":10.835682948957555,"lon":106.76648240052779}
2024-07-16T00:51:20.227217544Z,{"lat":10.835741079007459,"lon":106.7665132004814}
2024-07-16T00:51:21.242270688Z,{"lat":10.835809849881498,"lon":106.76654070205404}
2024-07-16T00:51:22.255209022Z,{"lat":10.835876905913883,"lon":106.76657601887797}
2024-07-16T00:51:23.272028199Z,{"lat":10.835944296418457,"lon":106.76661161891512}
2024-07-16T00:51:24.292320959Z,{"lat":10.836010637400774,"lon":106.76665084732598}
2024-07-16T00:51:25.326664344Z,{"lat":10.836076859788724,"lon":106.76668478394234}
2024-07-16T00:51:26.30361737Z,{"lat":10.83614315901334,"lon":106.76671966056978}
2024-07-16T00:51:27.328941584Z,{"lat":10.836207059602442,"lon":106.76675162667361}
2024-07-16T00:51:28.354050314Z,{"lat":10.836340017755282,"lon":106.76682517775109}
2024-07-16T00:51:29.363744445Z,{"lat":10.83640853761732,"lon":106.76686010476438}
2024-07-16T00:51:30.363418068Z,{"lat":10.836472531091,"lon":106.76689868144572}
2024-07-16T00:51:31.392237296Z,{"lat":10.836538385585774,"lon":106.76693713873522}
2024-07-16T00:51:32.411818939Z,{"lat":10.836602441614406,"lon":106.76697217430169}
2024-07-16T00:51:33.421809323Z,{"lat":10.83667236387142,"lon":106.76701510370411}
2024-07-16T00:51:34.44457567Z,{"lat":10.836742783572618,"lon":106.76705000284548}
2024-07-16T00:51:35.45236319Z,{"lat":10.836807989060986,"lon":106.76708411055122}
2024-07-16T00:51:36.482525391Z,{"lat":10.836872162200963,"lon":106.76712739455924}
2024-07-16T00:51:37.496544108Z,{"lat":10.83694399994636,"lon":106.76716976223513}
2024-07-16T00:51:38.516795852Z,{"lat":10.8370206350582,"lon":106.76720815968851}
2024-07-16T00:51:39.562924906Z,{"lat":10.83709084531124,"lon":106.76724573094513}
2024-07-16T00:51:40.532832581Z,{"lat":10.837166943632484,"lon":106.76728815349824}
2024-07-16T00:51:41.552736511Z,{"lat":10.837248656059973,"lon":106.76733230118495}
2024-07-16T00:51:42.563207455Z,{"lat":10.83732964623871,"lon":106.76737019586471}
2024-07-16T00:51:43.583031064Z,{"lat":10.837403500951716,"lon":106.76740889711512}
2024-07-16T00:51:44.603015087Z,{"lat":10.837469455938546,"lon":106.767447603976}
2024-07-16T00:51:45.612659417Z,{"lat":10.837531446253674,"lon":106.76748165661843}
2024-07-16T00:51:46.632405304Z,{"lat":10.837583965088381,"lon":106.76750530584674}
2024-07-16T00:51:47.652779168Z,{"lat":10.837643227969972,"lon":106.7675421935715}
2024-07-16T00:51:48.662716611Z,{"lat":10.837705070224748,"lon":106.76757213520455}
2024-07-16T00:51:49.682830929Z,{"lat":10.837761523609348,"lon":106.76760348356389}
2024-07-16T00:51:50.692704221Z,{"lat":10.837822335463208,"lon":106.76764617606852}
2024-07-16T00:51:51.712403379Z,{"lat":10.837882362974456,"lon":106.76767989478331}
2024-07-16T00:51:52.722458197Z,{"lat":10.837949189562812,"lon":106.76771069216299}
2024-07-16T00:51:53.743105423Z,{"lat":10.838019507064159,"lon":106.76775009174315}
2024-07-16T00:51:54.752993374Z,{"lat":10.838087643460751,"lon":106.76778214724195}
2024-07-16T00:51:55.752445572Z,{"lat":10.838150181955355,"lon":106.76782219443794}
2024-07-16T00:51:56.782958879Z,{"lat":10.838220248357324,"lon":106.7678691463438}
2024-07-16T00:51:57.802326549Z,{"lat":10.838296480901235,"lon":106.76791176353379}
2024-07-16T00:51:58.82301087Z,{"lat":10.838375009734623,"lon":106.76794767786875}
2024-07-16T00:51:59.832609113Z,{"lat":10.8384491071814,"lon":106.76799089496427}
2024-07-16T00:52:00.842681526Z,{"lat":10.838527345462284,"lon":106.76804711894873}
2024-07-16T00:52:01.862964326Z,{"lat":10.838607709757156,"lon":106.76810007411136}
2024-07-16T00:52:02.885182307Z,{"lat":10.838694914020511,"lon":106.76815385384049}
2024-07-16T00:52:03.892835816Z,{"lat":10.838790007459869,"lon":106.76820393933315}
2024-07-16T00:52:04.913428697Z,{"lat":10.838875915719711,"lon":106.76825799091905}
2024-07-16T00:52:05.907486867Z,{"lat":10.838961252781695,"lon":106.76830668875822}
2024-07-16T00:52:06.920470427Z,{"lat":10.839044417289115,"lon":106.76835062055743}
2024-07-16T00:52:08.165568526Z,{"lat":10.8391342476941,"lon":106.76839435541334}
2024-07-16T00:52:08.973182718Z,{"lat":10.839220214683346,"lon":106.76844978085418}
2024-07-16T00:52:10.001008693Z,{"lat":10.839312680549533,"lon":106.76849505111618}
2024-07-16T00:52:10.987858682Z,{"lat":10.839397482827668,"lon":106.7685420397601}
2024-07-16T00:52:12.033037604Z,{"lat":10.83948026003502,"lon":106.76859023660994}
2024-07-16T00:52:13.032922641Z,{"lat":10.839564096403409,"lon":106.76863788324339}
2024-07-16T00:52:14.060937375Z,{"lat":10.839644390283434,"lon":106.76868430740464}
2024-07-16T00:52:15.063363785Z,{"lat":10.839722165473772,"lon":106.76872732353617}
2024-07-16T00:52:16.067692678Z,{"lat":10.839789670403746,"lon":106.76876292967322}
2024-07-16T00:52:17.09956837Z,{"lat":10.839853031643644,"lon":106.76880086240496}
2024-07-16T00:52:18.126608713Z,{"lat":10.839919173032369,"lon":106.7688313306778}
2024-07-16T00:52:19.126510363Z,{"lat":10.83997864417953,"lon":106.76886801486269}
2024-07-16T00:52:20.143528019Z,{"lat":10.84004022006244,"lon":106.76890359670611}
2024-07-16T00:52:21.163839101Z,{"lat":10.840098403071462,"lon":106.76893199015102}
2024-07-16T00:52:22.17901474Z,{"lat":10.840158561274889,"lon":106.76896066562544}
2024-07-16T00:52:23.204979472Z,{"lat":10.840223679483076,"lon":106.76899324521627}
2024-07-16T00:52:24.203721924Z,{"lat":10.840287830462565,"lon":106.76903624368217}
2024-07-16T00:52:25.224921917Z,{"lat":10.840352073999123,"lon":106.76907364729833}
2024-07-16T00:52:26.217024979Z,{"lat":10.840417900843976,"lon":106.7691148006918}
2024-07-16T00:52:27.254155152Z,{"lat":10.840483657056192,"lon":106.769153873133}
2024-07-16T00:52:28.251546951Z,{"lat":10.840554222859755,"lon":106.76919427964873}
2024-07-16T00:52:29.263534765Z,{"lat":10.84062265522625,"lon":106.76923350807532}
2024-07-16T00:52:30.303640451Z,{"lat":10.840690676590643,"lon":106.76927679713025}
2024-07-16T00:52:31.313550593Z,{"lat":10.84076393156771,"lon":106.76931774307734}
2024-07-16T00:52:32.313864618Z,{"lat":10.840844340578597,"lon":106.7693591787032}
2024-07-16T00:52:33.344318283Z,{"lat":10.841002912037757,"lon":106.76945197603062}
2024-07-16T00:52:34.363566047Z,{"lat":10.841082386603363,"lon":106.76949232192388}
2024-07-16T00:52:35.383409752Z,{"lat":10.841154878944828,"lon":106.76954743435441}
2024-07-16T00:52:36.39318365Z,{"lat":10.841238342035556,"lon":106.76959581238941}
2024-07-16T00:52:37.413775737Z,{"lat":10.841330323498003,"lon":106.7696326924949}
2024-07-16T00:52:38.42349919Z,{"lat":10.841418465725475,"lon":106.76968321500692}
2024-07-16T00:52:39.4432849Z,{"lat":10.841506641775771,"lon":106.7697332186278}
2024-07-16T00:52:40.463461922Z,{"lat":10.841587981288098,"lon":106.76978487539846}
2024-07-16T00:52:41.476490102Z,{"lat":10.841657964014791,"lon":106.76983766650899}
2024-07-16T00:52:42.493211995Z,{"lat":10.841727596363393,"lon":106.76987689173501}
2024-07-16T00:52:43.503402498Z,{"lat":10.841795352476133,"lon":106.76989580321639}
2024-07-16T00:52:44.523408532Z,{"lat":10.841795352476133,"lon":106.76989580321639}
2024-07-16T00:52:45.543324319Z,{"lat":10.841866157416026,"lon":106.76994941498492}
2024-07-16T00:52:46.557169221Z,{"lat":10.841875317884842,"lon":106.76996073215912}
2024-07-16T00:52:47.568362967Z,{"lat":10.841887816933983,"lon":106.7699714897749}
2024-07-16T00:52:48.57836601Z,{"lat":10.841900924461042,"lon":106.7699819201711}
2024-07-16T00:52:49.598289385Z,{"lat":10.84191560791664,"lon":106.76999665174525}
2024-07-16T00:52:50.613244128Z,{"lat":10.841936268319374,"lon":106.77001666294467}
2024-07-16T00:52:51.628536802Z,{"lat":10.841968615315988,"lon":106.77002959534276}
2024-07-16T00:52:52.64382794Z,{"lat":10.842005032320042,"lon":106.770042106254}
2024-07-16T00:52:53.66686126Z,{"lat":10.842060600775264,"lon":106.77005609944125}
2024-07-16T00:52:54.673141658Z,{"lat":10.842105467752019,"lon":106.77008988646453}
2024-07-16T00:52:55.693943557Z,{"lat":10.842162767881089,"lon":106.7701222159253}
2024-07-16T00:52:56.703706565Z,{"lat":10.842221401913106,"lon":106.77015529762691}
2024-07-16T00:52:57.703511009Z,{"lat":10.84228708503849,"lon":106.77019317888738}
2024-07-16T00:52:58.74364317Z,{"lat":10.842357124349808,"lon":106.77023316331129}
2024-07-16T00:52:59.757027108Z,{"lat":10.842440788940038,"lon":106.77026257706979}
2024-07-16T00:53:00.773506997Z,{"lat":10.842518378364584,"lon":106.770315792795}
2024-07-16T00:53:01.783358593Z,{"lat":10.8426057579351,"lon":106.77036394506719}
2024-07-16T00:53:02.808254861Z,{"lat":10.842697315509636,"lon":106.77040986134656}
2024-07-16T00:53:03.823451348Z,{"lat":10.842791505334455,"lon":106.77046549955922}
2024-07-16T00:53:04.833529514Z,{"lat":10.842881867727591,"lon":106.7705327315944}
2024-07-16T00:53:05.830483615Z,{"lat":10.842984182582175,"lon":106.77057406474641}
2024-07-16T00:53:06.863258311Z,{"lat":10.843077968622143,"lon":106.77062769687629}
2024-07-16T00:53:07.883615718Z,{"lat":10.843176810425057,"lon":106.77068386196244}
2024-07-16T00:53:08.893600955Z,{"lat":10.843274926320504,"lon":106.77073621664543}
2024-07-16T00:53:09.925173228Z,{"lat":10.843363802812082,"lon":106.77080390868552}
2024-07-16T00:53:10.927320197Z,{"lat":10.843468458146225,"lon":106.77084280072725}
2024-07-16T00:53:11.933865472Z,{"lat":10.843561834702243,"lon":106.77089540117319}
2024-07-16T00:53:12.953920124Z,{"lat":10.843650568940271,"lon":106.7709457854092}
2024-07-16T00:53:13.970159119Z,{"lat":10.84373270902274,"lon":106.77099170531373}
2024-07-16T00:53:14.990770031Z,{"lat":10.843807068218107,"lon":106.77103380585966}
2024-07-16T00:53:15.99114915Z,{"lat":10.843877840726877,"lon":106.77107501394818}
2024-07-16T00:53:17.020665144Z,{"lat":10.843941063634658,"lon":106.77111338631858}
2024-07-16T00:53:18.03077407Z,{"lat":10.844007460924882,"lon":106.77115199167484}
2024-07-16T00:53:19.060141022Z,{"lat":10.844077951138697,"lon":106.7711904631927}
2024-07-16T00:53:20.075182514Z,{"lat":10.84415476650461,"lon":106.77123596726294}
2024-07-16T00:53:21.085116647Z,{"lat":10.84423671923485,"lon":106.77128443853277}
2024-07-16T00:53:22.103759395Z,{"lat":10.84431470614385,"lon":106.77133261128444}
2024-07-16T00:53:23.110937021Z,{"lat":10.844395742888578,"lon":106.77137689152589}
2024-07-16T00:53:24.130305573Z,{"lat":10.84447211914897,"lon":106.77141507874755}
2024-07-16T00:53:25.337111236Z,{"lat":10.844542904183472,"lon":106.77145178804778}
2024-07-16T00:53:26.136803496Z,{"lat":10.844605697192904,"lon":106.77148420419766}
2024-07-16T00:53:27.167229487Z,{"lat":10.84466129653827,"lon":106.77151670715241}
2024-07-16T00:53:28.187425817Z,{"lat":10.844712339519003,"lon":106.77154473511317}
2024-07-16T00:53:29.214732929Z,{"lat":10.844750924204632,"lon":106.77157411128674}
2024-07-16T00:53:30.22911552Z,{"lat":10.844788947760247,"lon":106.77159641909304}
2024-07-16T00:53:31.236001216Z,{"lat":10.844818783382765,"lon":106.77162216327477}
2024-07-16T00:53:32.248330816Z,{"lat":10.844851073831279,"lon":106.7716452458783}
2024-07-16T00:53:33.270516336Z,{"lat":10.844882127921393,"lon":106.77166063655167}
2024-07-16T00:53:34.277662666Z,{"lat":10.844916145529089,"lon":106.77167737804963}
2024-07-16T00:53:35.297531852Z,{"lat":10.844958360815443,"lon":106.77168639378536}
2024-07-16T00:53:36.307882209Z,{"lat":10.845002323542314,"lon":106.77171168788801}
2024-07-16T00:53:37.327594553Z,{"lat":10.845048667194098,"lon":106.77174077933262}
2024-07-16T00:53:38.355198479Z,{"lat":10.845162528265941,"lon":106.77180423253216}
2024-07-16T00:53:39.368062565Z,{"lat":10.845227944928705,"lon":106.77183947554704}
2024-07-16T00:53:40.377365904Z,{"lat":10.845295458452954,"lon":106.77187511887938}
2024-07-16T00:53:41.402488466Z,{"lat":10.845364983975966,"lon":106.7719062766537}
2024-07-16T00:53:42.506232589Z,{"lat":10.845436756191482,"lon":106.77194024396249}
2024-07-16T00:53:43.429389935Z,{"lat":10.845506631317104,"lon":106.77197563447042}
2024-07-16T00:53:44.445730961Z,{"lat":10.845579422645,"lon":106.772021778371}
2024-07-16T00:53:45.463007845Z,{"lat":10.845645978628,"lon":106.77206471548419}
2024-07-16T00:53:46.466007442Z,{"lat":10.845715319027175,"lon":106.77210498813842}
2024-07-16T00:53:47.491386179Z,{"lat":10.845783708034531,"lon":106.77214728801154}
2024-07-16T00:53:48.507505939Z,{"lat":10.845855394264055,"lon":106.77218725001269}
2024-07-16T00:53:49.517741153Z,{"lat":10.845923238256121,"lon":106.77222853189188}
2024-07-16T00:53:50.537608847Z,{"lat":10.845991979583836,"lon":106.77227594350761}
2024-07-16T00:53:51.554021562Z,{"lat":10.84605921594834,"lon":106.77232167846029}
2024-07-16T00:53:52.567827172Z,{"lat":10.846130251686164,"lon":106.77236752798257}
2024-07-16T00:53:53.577612929Z,{"lat":10.846200974423223,"lon":106.77241155496607}
2024-07-16T00:53:54.605709201Z,{"lat":10.846277253338316,"lon":106.77245625615542}
2024-07-16T00:53:55.622898998Z,{"lat":10.846353614063283,"lon":106.77250883727552}
2024-07-16T00:53:56.627515743Z,{"lat":10.846432179630817,"lon":106.77255833901025}
2024-07-16T00:53:57.621840766Z,{"lat":10.846513337973274,"lon":106.77260710638275}
2024-07-16T00:53:58.654053324Z,{"lat":10.846513337973274,"lon":106.77260710638275}
2024-07-16T00:53:59.674013218Z,{"lat":10.846681215853538,"lon":106.77270930503745}
2024-07-16T00:54:00.687559786Z,{"lat":10.846767069390085,"lon":106.77276165477005}
2024-07-16T00:54:01.712917956Z,{"lat":10.84685678498894,"lon":106.77281216679714}
2024-07-16T00:54:02.717214876Z,{"lat":10.846943264421043,"lon":106.77286194911339}
2024-07-16T00:54:03.742667408Z,{"lat":10.847032680035078,"lon":106.77291524480725}
2024-07-16T00:54:04.753459781Z,{"lat":10.84711852897656,"lon":106.77297304672364}
2024-07-16T00:54:05.77086388Z,{"lat":10.847206707344819,"lon":106.77303045814072}
2024-07-16T00:54:06.78872795Z,{"lat":10.84729349440277,"lon":106.77308577927782}
2024-07-16T00:54:07.797167376Z,{"lat":10.847379087086056,"lon":106.77314226921689}
2024-07-16T00:54:08.820888759Z,{"lat":10.847457318372186,"lon":106.77319425065886}
2024-07-16T00:54:09.839323342Z,{"lat":10.847529764105165,"lon":106.77323837024882}
2024-07-16T00:54:10.849291979Z,{"lat":10.84759875539154,"lon":106.77328253407707}
2024-07-16T00:54:11.844433493Z,{"lat":10.847660997499647,"lon":106.77332289958399}
2024-07-16T00:54:12.887836242Z,{"lat":10.847722772695775,"lon":106.7733566312027}
2024-07-16T00:54:13.88951201Z,{"lat":10.847769829745957,"lon":106.77338729048279}
2024-07-16T00:54:14.912724445Z,{"lat":10.847809461400361,"lon":106.77341864312629}
2024-07-16T00:54:15.904959099Z,{"lat":10.847845659448046,"lon":106.77344519613331}
2024-07-16T00:54:16.939407084Z,{"lat":10.847878352511627,"lon":106.77347169628729}
2024-07-16T00:54:17.949319521Z,{"lat":10.847915164970845,"lon":106.77349626191743}
2024-07-16T00:54:18.969355748Z,{"lat":10.847950205948424,"lon":106.77352407707123}
2024-07-16T00:54:19.989478535Z,{"lat":10.84799524735135,"lon":106.77353904052471}
2024-07-16T00:54:20.999349969Z,{"lat":10.848016977881489,"lon":106.77357332840377}
2024-07-16T00:54:22.019183391Z,{"lat":10.848047312305782,"lon":106.77359152739287}
2024-07-16T00:54:23.037187655Z,{"lat":10.848077914676965,"lon":106.77361045831873}
2024-07-16T00:54:24.049487542Z,{"lat":10.848110223719718,"lon":106.77363489537774}
2024-07-16T00:54:25.060093178Z,{"lat":10.848133858018386,"lon":106.7736580434196}
2024-07-16T00:54:26.061163588Z,{"lat":10.848159914950537,"lon":106.77367482872927}
2024-07-16T00:54:27.089379743Z,{"lat":10.848185949526355,"lon":106.77369038718798}
2024-07-16T00:54:28.117325467Z,{"lat":10.84821959561318,"lon":106.773718507903}
2024-07-16T00:54:29.129580251Z,{"lat":10.848252934691176,"lon":106.7737479371627}
2024-07-16T00:54:30.139539956Z,{"lat":10.848286582684722,"lon":106.77377632553822}
2024-07-16T00:54:31.164342Z,{"lat":10.848330194783452,"lon":106.77379033268592}
2024-07-16T00:54:32.170052759Z,{"lat":10.848362063899167,"lon":106.7738180061206}
2024-07-16T00:54:33.193097854Z,{"lat":10.848395487219307,"lon":106.77384702929722}
2024-07-16T00:54:34.199993764Z,{"lat":10.84842940803634,"lon":106.77387648444376}
2024-07-16T00:54:35.219520315Z,{"lat":10.848467008785123,"lon":106.77390913506348}
2024-07-16T00:54:36.250012589Z,{"lat":10.848501804656316,"lon":106.7739393500852}
2024-07-16T00:54:37.249649168Z,{"lat":10.848536776278028,"lon":106.77396971769909}
2024-07-16T00:54:38.278259191Z,{"lat":10.848564873305882,"lon":106.77399411587628}
2024-07-16T00:54:39.290997585Z,{"lat":10.848589713437574,"lon":106.77401568581762}
2024-07-16T00:54:40.31533168Z,{"lat":10.84860973428299,"lon":106.77403307092418}
2024-07-16T00:54:41.309623794Z,{"lat":10.848633974252227,"lon":106.7740541197154}
2024-07-16T00:54:42.320077534Z,{"lat":10.848654948331323,"lon":106.77407233257145}
2024-07-16T00:54:43.339613518Z,{"lat":10.84863074390787,"lon":106.77419815437298}
2024-07-16T00:54:44.359202674Z,{"lat":10.848621731828484,"lon":106.774244227257}
2024-07-16T00:54:45.377733826Z,{"lat":10.848601209708814,"lon":106.7742910223489}
2024-07-16T00:54:46.393327417Z,{"lat":10.848574761106354,"lon":106.77434146841492}
2024-07-16T00:54:47.398368202Z,{"lat":10.84855120031151,"lon":106.77439575056296}
2024-07-16T00:54:48.419053088Z,{"lat":10.848527675884169,"lon":106.77444471336723}
2024-07-16T00:54:49.444191396Z,{"lat":10.848507780835227,"lon":106.77448778497876}
2024-07-16T00:54:50.448452819Z,{"lat":10.848476239629761,"lon":106.77452959940958}
2024-07-16T00:54:51.462573548Z,{"lat":10.84844782470969,"lon":106.77456737396136}
2024-07-16T00:54:52.483191181Z,{"lat":10.84842033521404,"lon":106.77460801467622}
2024-07-16T00:54:53.497428148Z,{"lat":10.848398330311033,"lon":106.77463944102125}
2024-07-16T00:54:54.512219981Z,{"lat":10.848374808988106,"lon":106.77467850292457}
2024-07-16T00:54:55.525986035Z,{"lat":10.848354160232448,"lon":106.7747150257338}
2024-07-16T00:54:56.542433089Z,{"lat":10.848331234473378,"lon":106.77473876283833}
2024-07-16T00:54:57.557440441Z,{"lat":10.848312741357415,"lon":106.77475193076961}
2024-07-16T00:54:58.575914246Z,{"lat":10.84829609642527,"lon":106.77477028665916}
2024-07-16T00:54:59.572159993Z,{"lat":10.848280320186154,"lon":106.77479229565948}
2024-07-16T00:55:00.612480241Z,{"lat":10.848264795107276,"lon":106.7748210823662}
2024-07-16T00:55:01.602197041Z,{"lat":10.848242150558516,"lon":106.7748536442276}
2024-07-16T00:55:02.642922511Z,{"lat":10.84822421778908,"lon":106.77489218196547}
2024-07-16T00:55:03.658001864Z,{"lat":10.848199512446453,"lon":106.77492797601246}
2024-07-16T00:55:04.676314234Z,{"lat":10.848177581647871,"lon":106.77496056762467}
2024-07-16T00:55:05.682418551Z,{"lat":10.848162688632321,"lon":106.77499368867797}
2024-07-16T00:55:06.702842448Z,{"lat":10.848151049852973,"lon":106.7750228824528}
2024-07-16T00:55:07.69245738Z,{"lat":10.848135856344998,"lon":106.7750543043946}
2024-07-16T00:55:08.732358381Z,{"lat":10.848116904426298,"lon":106.77508570940311}
2024-07-16T00:55:09.748847219Z,{"lat":10.848099341017777,"lon":106.77512906981357}
2024-07-16T00:55:10.767377104Z,{"lat":10.848079108986312,"lon":106.77516562584302}
2024-07-16T00:55:11.776294664Z,{"lat":10.848061536545234,"lon":106.77519907510114}
2024-07-16T00:55:12.773105753Z,{"lat":10.848051058725535,"lon":106.7752243013112}
2024-07-16T00:55:13.807486975Z,{"lat":10.848032305895936,"lon":106.7752628794286}
2024-07-16T00:55:14.822958752Z,{"lat":10.848017144722789,"lon":106.7752979916372}
2024-07-16T00:55:15.832230762Z,{"lat":10.847996010625408,"lon":106.77532937633488}
2024-07-16T00:55:16.857468001Z,{"lat":10.847976377667038,"lon":106.77535414252995}
2024-07-16T00:55:17.872677248Z,{"lat":10.84795906245221,"lon":106.77537817744704}
2024-07-16T00:55:18.890457982Z,{"lat":10.847941942990444,"lon":106.77540467095956}
2024-07-16T00:55:19.90360463Z,{"lat":10.84793020867137,"lon":106.77542565671935}
2024-07-16T00:55:20.931171035Z,{"lat":10.847924163291927,"lon":106.77543810609056}
2024-07-16T00:55:21.932488655Z,{"lat":10.84791928501698,"lon":106.77544819482075}
2024-07-16T00:55:22.952252173Z,{"lat":10.847910929828943,"lon":106.77547029189249}
2024-07-16T00:55:23.962790338Z,{"lat":10.847894237808456,"lon":106.77549838994355}
2024-07-16T00:55:24.982387155Z,{"lat":10.847872562956804,"lon":106.7755328300194}
2024-07-16T00:55:25.992246965Z,{"lat":10.84784894727104,"lon":106.77557606620366}
2024-07-16T00:55:27.012656951Z,{"lat":10.84782848972277,"lon":106.77561188073263}
2024-07-16T00:55:28.030484351Z,{"lat":10.847809591540104,"lon":106.7756406311542}
2024-07-16T00:55:29.050472904Z,{"lat":10.847795124576653,"lon":106.77566517354086}
2024-07-16T00:55:30.056697935Z,{"lat":10.847777669308966,"lon":106.77568933960279}
2024-07-16T00:55:31.077682915Z,{"lat":10.847759904223869,"lon":106.77570762753022}
2024-07-16T00:55:32.086253412Z,{"lat":10.847744714284703,"lon":106.7757282028522}
2024-07-16T00:55:33.114432917Z,{"lat":10.847734518183819,"lon":106.77575098596148}
2024-07-16T00:55:34.116119754Z,{"lat":10.847724028670083,"lon":106.77578533589926}
2024-07-16T00:55:35.136547294Z,{"lat":10.84770139540936,"lon":106.77581425478887}
2024-07-16T00:55:36.136464859Z,{"lat":10.847687049510608,"lon":106.77584272351042}
2024-07-16T00:55:37.166915193Z,{"lat":10.847675669279026,"lon":106.77586866010417}
2024-07-16T00:55:38.186423615Z,{"lat":10.84766454776201,"lon":106.77588796301943}
2024-07-16T00:55:39.201573657Z,{"lat":10.847642928493842,"lon":106.77591578647292}
2024-07-16T00:55:40.21671781Z,{"lat":10.847613227659862,"lon":106.77595672028531}
2024-07-16T00:55:41.238094622Z,{"lat":10.84758578647597,"lon":106.77599183465041}
2024-07-16T00:55:42.246700776Z,{"lat":10.847567057560102,"lon":106.7760294244403}
2024-07-16T00:55:43.256509209Z,{"lat":10.847554808709356,"lon":106.77607945271139}
2024-07-16T00:55:44.284537062Z,{"lat":10.847538057167894,"lon":106.77612017010236}
2024-07-16T00:55:45.283163639Z,{"lat":10.847524265188795,"lon":106.7761633710171}
2024-07-16T00:55:46.290582656Z,{"lat":10.847517144921435,"lon":106.77619833017565}
2024-07-16T00:55:47.316811747Z,{"lat":10.847505881494666,"lon":106.77623659757165}
2024-07-16T00:55:48.336556764Z,{"lat":10.847470432299055,"lon":106.77631059879509}
2024-07-16T00:55:49.356557727Z,{"lat":10.847450801526671,"lon":106.77634300845088}
2024-07-16T00:55:50.335066636Z,{"lat":10.847427160044395,"lon":106.7763695863916}
